"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2021-06-29,"BC","Vancouver Coastal","All",10,11.86
2021-06-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,1.86
2021-06-29,"BC","Vancouver Coastal","Richmond",0,1.43
2021-06-29,"BC","Vancouver Coastal","Unknown",0,0
2021-06-29,"BC","Vancouver Coastal","Vancouver",7,8.57
2021-06-29,"BC","Vancouver Island","All",1,2.14
2021-06-29,"BC","Vancouver Island","Central Vancouver Island",0,1.29
2021-06-29,"BC","Vancouver Island","North Vancouver Island",0,0
2021-06-29,"BC","Vancouver Island","South Vancouver Island",1,0.86
2021-06-29,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2021-06-30,"BC","All","All",48,49
2021-06-30,"BC","Fraser","All",18,22.43
2021-06-30,"BC","Fraser","Fraser East",7,6.14
2021-06-30,"BC","Fraser","Fraser North",5,6.71
2021-06-30,"BC","Fraser","Fraser South",6,9.43
2021-06-30,"BC","Fraser","Unknown",0,0.14
2021-06-30,"BC","Interior","All",24,14
2021-06-30,"BC","Interior","East Kootenay",1,1.71
2021-06-30,"BC","Interior","Kootenay Boundary",7,1.43
2021-06-30,"BC","Interior","Okanagan",9,8.57
2021-06-30,"BC","Interior","Thompson Cariboo Shuswap",7,2.29
2021-06-30,"BC","Northern","All",2,0.57
2021-06-30,"BC","Northern","Northeast",1,0.43
2021-06-30,"BC","Northern","Northern Interior",1,0.14
2021-06-30,"BC","Northern","Northwest",0,0
2021-06-30,"BC","Vancouver Coastal","All",4,10.43
2021-06-30,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,1.86
2021-06-30,"BC","Vancouver Coastal","Richmond",0,1
2021-06-30,"BC","Vancouver Coastal","Unknown",0,0
2021-06-30,"BC","Vancouver Coastal","Vancouver",2,7.57
2021-06-30,"BC","Vancouver Island","All",0,1.57
2021-06-30,"BC","Vancouver Island","Central Vancouver Island",0,0.86
2021-06-30,"BC","Vancouver Island","North Vancouver Island",0,0
2021-06-30,"BC","Vancouver Island","South Vancouver Island",0,0.71
2021-06-30,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2021-07-01,"BC","All","All",35,43.57
2021-07-01,"BC","Fraser","All",16,19.86
2021-07-01,"BC","Fraser","Fraser East",1,4.14
2021-07-01,"BC","Fraser","Fraser North",9,7.14
2021-07-01,"BC","Fraser","Fraser South",6,8.43
2021-07-01,"BC","Fraser","Unknown",0,0.14
2021-07-01,"BC","Interior","All",6,13.43
2021-07-01,"BC","Interior","East Kootenay",1,1.57
2021-07-01,"BC","Interior","Kootenay Boundary",0,1.43
2021-07-01,"BC","Interior","Okanagan",4,8
2021-07-01,"BC","Interior","Thompson Cariboo Shuswap",1,2.43
2021-07-01,"BC","Northern","All",0,0.43
2021-07-01,"BC","Northern","Northeast",0,0.29
2021-07-01,"BC","Northern","Northern Interior",0,0.14
2021-07-01,"BC","Northern","Northwest",0,0
2021-07-01,"BC","Vancouver Coastal","All",13,8.86
2021-07-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,1.71
2021-07-01,"BC","Vancouver Coastal","Richmond",1,1
2021-07-01,"BC","Vancouver Coastal","Unknown",0,0
2021-07-01,"BC","Vancouver Coastal","Vancouver",10,6.14
2021-07-01,"BC","Vancouver Island","All",0,1
2021-07-01,"BC","Vancouver Island","Central Vancouver Island",0,0.86
2021-07-01,"BC","Vancouver Island","North Vancouver Island",0,0
2021-07-01,"BC","Vancouver Island","South Vancouver Island",0,0.14
2021-07-01,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2021-07-02,"BC","All","All",31,40.29
2021-07-02,"BC","Fraser","All",11,17.14
2021-07-02,"BC","Fraser","Fraser East",4,3.86
2021-07-02,"BC","Fraser","Fraser North",2,6.57
2021-07-02,"BC","Fraser","Fraser South",5,6.71
2021-07-02,"BC","Fraser","Unknown",0,0
2021-07-02,"BC","Interior","All",14,13.57
2021-07-02,"BC","Interior","East Kootenay",0,1.43
2021-07-02,"BC","Interior","Kootenay Boundary",3,1.86
2021-07-02,"BC","Interior","Okanagan",9,8
2021-07-02,"BC","Interior","Thompson Cariboo Shuswap",2,2.29
2021-07-02,"BC","Northern","All",2,0.71
2021-07-02,"BC","Northern","Northeast",2,0.57
2021-07-02,"BC","Northern","Northern Interior",0,0.14
2021-07-02,"BC","Northern","Northwest",0,0
2021-07-02,"BC","Vancouver Coastal","All",3,8
2021-07-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,1.71
2021-07-02,"BC","Vancouver Coastal","Richmond",1,0.71
2021-07-02,"BC","Vancouver Coastal","Unknown",0,0
2021-07-02,"BC","Vancouver Coastal","Vancouver",0,5.57
2021-07-02,"BC","Vancouver Island","All",1,0.86
2021-07-02,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2021-07-02,"BC","Vancouver Island","North Vancouver Island",0,0
2021-07-02,"BC","Vancouver Island","South Vancouver Island",1,0.29
2021-07-02,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2021-07-03,"BC","All","All",37,38.14
2021-07-03,"BC","Fraser","All",13,15.43
2021-07-03,"BC","Fraser","Fraser East",3,3.43
2021-07-03,"BC","Fraser","Fraser North",3,5.43
2021-07-03,"BC","Fraser","Fraser South",7,6.57
2021-07-03,"BC","Fraser","Unknown",0,0
2021-07-03,"BC","Interior","All",21,14.57
2021-07-03,"BC","Interior","East Kootenay",0,1
2021-07-03,"BC","Interior","Kootenay Boundary",5,2.43
2021-07-03,"BC","Interior","Okanagan",14,9
2021-07-03,"BC","Interior","Thompson Cariboo Shuswap",2,2.14
2021-07-03,"BC","Northern","All",0,0.71
2021-07-03,"BC","Northern","Northeast",0,0.57
2021-07-03,"BC","Northern","Northern Interior",0,0.14
2021-07-03,"BC","Northern","Northwest",0,0
2021-07-03,"BC","Vancouver Coastal","All",3,6.57
2021-07-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,1.57
2021-07-03,"BC","Vancouver Coastal","Richmond",0,0.43
2021-07-03,"BC","Vancouver Coastal","Unknown",0,0
2021-07-03,"BC","Vancouver Coastal","Vancouver",3,4.57
2021-07-03,"BC","Vancouver Island","All",0,0.86
2021-07-03,"BC","Vancouver Island","Central Vancouver Island",0,0.57
2021-07-03,"BC","Vancouver Island","North Vancouver Island",0,0
2021-07-03,"BC","Vancouver Island","South Vancouver Island",0,0.29
2021-07-03,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2021-07-04,"BC","All","All",24,36
2021-07-04,"BC","Fraser","All",13,14.57
2021-07-04,"BC","Fraser","Fraser East",3,3.86
2021-07-04,"BC","Fraser","Fraser North",6,5.29
2021-07-04,"BC","Fraser","Fraser South",4,5.43
2021-07-04,"BC","Fraser","Unknown",0,0
2021-07-04,"BC","Interior","All",9,14.14
2021-07-04,"BC","Interior","East Kootenay",1,1
2021-07-04,"BC","Interior","Kootenay Boundary",0,2.43
2021-07-04,"BC","Interior","Okanagan",6,8.29
2021-07-04,"BC","Interior","Thompson Cariboo Shuswap",2,2.43
2021-07-04,"BC","Northern","All",0,0.71
2021-07-04,"BC","Northern","Northeast",0,0.57
2021-07-04,"BC","Northern","Northern Interior",0,0.14
2021-07-04,"BC","Northern","Northwest",0,0
2021-07-04,"BC","Vancouver Coastal","All",1,5.71
2021-07-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,1.29
2021-07-04,"BC","Vancouver Coastal","Richmond",0,0.43
2021-07-04,"BC","Vancouver Coastal","Unknown",0,0
2021-07-04,"BC","Vancouver Coastal","Vancouver",1,4
2021-07-04,"BC","Vancouver Island","All",1,0.86
2021-07-04,"BC","Vancouver Island","Central Vancouver Island",1,0.57
2021-07-04,"BC","Vancouver Island","North Vancouver Island",0,0
2021-07-04,"BC","Vancouver Island","South Vancouver Island",0,0.29
2021-07-04,"Out of Canada","Out of Canada","Out of Canada",2,0.71
2021-07-05,"BC","All","All",44,37.71
2021-07-05,"BC","Fraser","All",17,15.71
2021-07-05,"BC","Fraser","Fraser East",2,3.71
2021-07-05,"BC","Fraser","Fraser North",6,5.43
2021-07-05,"BC","Fraser","Fraser South",9,6.57
2021-07-05,"BC","Fraser","Unknown",0,0
2021-07-05,"BC","Interior","All",13,14.14
2021-07-05,"BC","Interior","East Kootenay",2,1
2021-07-05,"BC","Interior","Kootenay Boundary",3,2.57
2021-07-05,"BC","Interior","Okanagan",7,8.29
2021-07-05,"BC","Interior","Thompson Cariboo Shuswap",1,2.29
2021-07-05,"BC","Northern","All",2,0.86
2021-07-05,"BC","Northern","Northeast",2,0.71
2021-07-05,"BC","Northern","Northern Interior",0,0.14
2021-07-05,"BC","Northern","Northwest",0,0
2021-07-05,"BC","Vancouver Coastal","All",12,6.57
2021-07-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,1.71
2021-07-05,"BC","Vancouver Coastal","Richmond",2,0.57
2021-07-05,"BC","Vancouver Coastal","Unknown",0,0
2021-07-05,"BC","Vancouver Coastal","Vancouver",7,4.29
2021-07-05,"BC","Vancouver Island","All",0,0.43
2021-07-05,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2021-07-05,"BC","Vancouver Island","North Vancouver Island",0,0
2021-07-05,"BC","Vancouver Island","South Vancouver Island",0,0.29
2021-07-05,"Out of Canada","Out of Canada","Out of Canada",2,1
2021-07-06,"BC","All","All",45,37.71
2021-07-06,"BC","Fraser","All",13,14.43
2021-07-06,"BC","Fraser","Fraser East",6,3.71
2021-07-06,"BC","Fraser","Fraser North",5,5.14
2021-07-06,"BC","Fraser","Fraser South",2,5.57
2021-07-06,"BC","Fraser","Unknown",0,0
2021-07-06,"BC","Interior","All",15,14.57
2021-07-06,"BC","Interior","East Kootenay",1,0.86
2021-07-06,"BC","Interior","Kootenay Boundary",2,2.86
2021-07-06,"BC","Interior","Okanagan",10,8.43
2021-07-06,"BC","Interior","Thompson Cariboo Shuswap",2,2.43
2021-07-06,"BC","Northern","All",0,0.86
2021-07-06,"BC","Northern","Northeast",0,0.71
2021-07-06,"BC","Northern","Northern Interior",0,0.14
2021-07-06,"BC","Northern","Northwest",0,0
2021-07-06,"BC","Vancouver Coastal","All",15,7.29
2021-07-06,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,1.43
2021-07-06,"BC","Vancouver Coastal","Richmond",3,1
2021-07-06,"BC","Vancouver Coastal","Unknown",0,0
2021-07-06,"BC","Vancouver Coastal","Vancouver",11,4.86
2021-07-06,"BC","Vancouver Island","All",2,0.57
2021-07-06,"BC","Vancouver Island","Central Vancouver Island",2,0.43
2021-07-06,"BC","Vancouver Island","North Vancouver Island",0,0
2021-07-06,"BC","Vancouver Island","South Vancouver Island",0,0.14
2021-07-06,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2021-07-07,"BC","All","All",66,40.29
2021-07-07,"BC","Fraser","All",22,15
2021-07-07,"BC","Fraser","Fraser East",2,3
2021-07-07,"BC","Fraser","Fraser North",6,5.29
2021-07-07,"BC","Fraser","Fraser South",14,6.71
2021-07-07,"BC","Fraser","Unknown",0,0
2021-07-07,"BC","Interior","All",22,14.29
2021-07-07,"BC","Interior","East Kootenay",0,0.71
2021-07-07,"BC","Interior","Kootenay Boundary",7,2.86
2021-07-07,"BC","Interior","Okanagan",14,9.14
2021-07-07,"BC","Interior","Thompson Cariboo Shuswap",1,1.57
2021-07-07,"BC","Northern","All",1,0.71
2021-07-07,"BC","Northern","Northeast",1,0.71
2021-07-07,"BC","Northern","Northern Interior",0,0
2021-07-07,"BC","Northern","Northwest",0,0
2021-07-07,"BC","Vancouver Coastal","All",14,8.71
2021-07-07,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,1.14
2021-07-07,"BC","Vancouver Coastal","Richmond",4,1.57
2021-07-07,"BC","Vancouver Coastal","Unknown",0,0
2021-07-07,"BC","Vancouver Coastal","Vancouver",10,6
2021-07-07,"BC","Vancouver Island","All",7,1.57
2021-07-07,"BC","Vancouver Island","Central Vancouver Island",5,1.14
2021-07-07,"BC","Vancouver Island","North Vancouver Island",1,0.14
2021-07-07,"BC","Vancouver Island","South Vancouver Island",1,0.29
2021-07-07,"Out of Canada","Out of Canada","Out of Canada",0,0.86
2021-07-08,"BC","All","All",51,42.57
2021-07-08,"BC","Fraser","All",16,15
2021-07-08,"BC","Fraser","Fraser East",7,3.86
2021-07-08,"BC","Fraser","Fraser North",1,4.14
2021-07-08,"BC","Fraser","Fraser South",8,7
2021-07-08,"BC","Fraser","Unknown",0,0
2021-07-08,"BC","Interior","All",16,15.71
2021-07-08,"BC","Interior","East Kootenay",2,0.86
2021-07-08,"BC","Interior","Kootenay Boundary",4,3.43
2021-07-08,"BC","Interior","Okanagan",10,10
2021-07-08,"BC","Interior","Thompson Cariboo Shuswap",0,1.43
2021-07-08,"BC","Northern","All",1,0.86
2021-07-08,"BC","Northern","Northeast",0,0.71
2021-07-08,"BC","Northern","Northern Interior",1,0.14
2021-07-08,"BC","Northern","Northwest",0,0
2021-07-08,"BC","Vancouver Coastal","All",12,8.57
2021-07-08,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,1.14
2021-07-08,"BC","Vancouver Coastal","Richmond",3,1.86
2021-07-08,"BC","Vancouver Coastal","Unknown",0,0
2021-07-08,"BC","Vancouver Coastal","Vancouver",7,5.57
2021-07-08,"BC","Vancouver Island","All",6,2.43
2021-07-08,"BC","Vancouver Island","Central Vancouver Island",0,1.14
2021-07-08,"BC","Vancouver Island","North Vancouver Island",2,0.43
2021-07-08,"BC","Vancouver Island","South Vancouver Island",4,0.86
2021-07-08,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2021-07-09,"BC","All","All",51,45.43
2021-07-09,"BC","Fraser","All",16,15.71
2021-07-09,"BC","Fraser","Fraser East",5,4
2021-07-09,"BC","Fraser","Fraser North",6,4.71
2021-07-09,"BC","Fraser","Fraser South",5,7
2021-07-09,"BC","Fraser","Unknown",0,0
2021-07-09,"BC","Interior","All",14,15.71
2021-07-09,"BC","Interior","East Kootenay",1,1
2021-07-09,"BC","Interior","Kootenay Boundary",8,4.14
2021-07-09,"BC","Interior","Okanagan",4,9.29
2021-07-09,"BC","Interior","Thompson Cariboo Shuswap",1,1.29
2021-07-09,"BC","Northern","All",0,0.57
2021-07-09,"BC","Northern","Northeast",0,0.43
2021-07-09,"BC","Northern","Northern Interior",0,0.14
2021-07-09,"BC","Northern","Northwest",0,0
2021-07-09,"BC","Vancouver Coastal","All",16,10.43
2021-07-09,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",5,1.57
2021-07-09,"BC","Vancouver Coastal","Richmond",4,2.29
2021-07-09,"BC","Vancouver Coastal","Unknown",0,0
2021-07-09,"BC","Vancouver Coastal","Vancouver",7,6.57
2021-07-09,"BC","Vancouver Island","All",5,3
2021-07-09,"BC","Vancouver Island","Central Vancouver Island",0,1.14
2021-07-09,"BC","Vancouver Island","North Vancouver Island",0,0.43
2021-07-09,"BC","Vancouver Island","South Vancouver Island",5,1.43
2021-07-09,"Out of Canada","Out of Canada","Out of Canada",0,0.71
2021-07-10,"BC","All","All",38,45.57
2021-07-10,"BC","Fraser","All",17,16.29
2021-07-10,"BC","Fraser","Fraser East",7,4.57
2021-07-10,"BC","Fraser","Fraser North",3,4.71
2021-07-10,"BC","Fraser","Fraser South",7,7
2021-07-10,"BC","Fraser","Unknown",0,0
2021-07-10,"BC","Interior","All",15,14.86
2021-07-10,"BC","Interior","East Kootenay",0,1
2021-07-10,"BC","Interior","Kootenay Boundary",5,4.14
2021-07-10,"BC","Interior","Okanagan",10,8.71
2021-07-10,"BC","Interior","Thompson Cariboo Shuswap",0,1
2021-07-10,"BC","Northern","All",0,0.57
2021-07-10,"BC","Northern","Northeast",0,0.43
2021-07-10,"BC","Northern","Northern Interior",0,0.14
2021-07-10,"BC","Northern","Northwest",0,0
2021-07-10,"BC","Vancouver Coastal","All",6,10.86
2021-07-10,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,1.57
2021-07-10,"BC","Vancouver Coastal","Richmond",0,2.29
2021-07-10,"BC","Vancouver Coastal","Unknown",0,0
2021-07-10,"BC","Vancouver Coastal","Vancouver",6,7
2021-07-10,"BC","Vancouver Island","All",0,3
2021-07-10,"BC","Vancouver Island","Central Vancouver Island",0,1.14
2021-07-10,"BC","Vancouver Island","North Vancouver Island",0,0.43
2021-07-10,"BC","Vancouver Island","South Vancouver Island",0,1.43
2021-07-10,"Out of Canada","Out of Canada","Out of Canada",1,0.71
2021-07-11,"BC","All","All",29,46.29
2021-07-11,"BC","Fraser","All",6,15.29
2021-07-11,"BC","Fraser","Fraser East",1,4.29
2021-07-11,"BC","Fraser","Fraser North",4,4.43
2021-07-11,"BC","Fraser","Fraser South",1,6.57
2021-07-11,"BC","Fraser","Unknown",0,0
2021-07-11,"BC","Interior","All",10,15
2021-07-11,"BC","Interior","East Kootenay",1,1
2021-07-11,"BC","Interior","Kootenay Boundary",2,4.43
2021-07-11,"BC","Interior","Okanagan",7,8.86
2021-07-11,"BC","Interior","Thompson Cariboo Shuswap",0,0.71
2021-07-11,"BC","Northern","All",0,0.57
2021-07-11,"BC","Northern","Northeast",0,0.43
2021-07-11,"BC","Northern","Northern Interior",0,0.14
2021-07-11,"BC","Northern","Northwest",0,0
2021-07-11,"BC","Vancouver Coastal","All",13,12.57
2021-07-11,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,1.71
2021-07-11,"BC","Vancouver Coastal","Richmond",3,2.71
2021-07-11,"BC","Vancouver Coastal","Unknown",0,0
2021-07-11,"BC","Vancouver Coastal","Vancouver",9,8.14
2021-07-11,"BC","Vancouver Island","All",0,2.86
2021-07-11,"BC","Vancouver Island","Central Vancouver Island",0,1
2021-07-11,"BC","Vancouver Island","North Vancouver Island",0,0.43
2021-07-11,"BC","Vancouver Island","South Vancouver Island",0,1.43
2021-07-11,"Out of Canada","Out of Canada","Out of Canada",1,0.57
2021-07-12,"BC","All","All",42,46
2021-07-12,"BC","Fraser","All",15,15
2021-07-12,"BC","Fraser","Fraser East",4,4.57
2021-07-12,"BC","Fraser","Fraser North",8,4.71
2021-07-12,"BC","Fraser","Fraser South",3,5.71
2021-07-12,"BC","Fraser","Unknown",0,0
2021-07-12,"BC","Interior","All",13,15
2021-07-12,"BC","Interior","East Kootenay",0,0.71
2021-07-12,"BC","Interior","Kootenay Boundary",3,4.43
2021-07-12,"BC","Interior","Okanagan",10,9.29
2021-07-12,"BC","Interior","Thompson Cariboo Shuswap",0,0.57
2021-07-12,"BC","Northern","All",0,0.29
2021-07-12,"BC","Northern","Northeast",0,0.14
2021-07-12,"BC","Northern","Northern Interior",0,0.14
2021-07-12,"BC","Northern","Northwest",0,0
2021-07-12,"BC","Vancouver Coastal","All",13,12.71
2021-07-12,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",3,1.71
2021-07-12,"BC","Vancouver Coastal","Richmond",3,2.86
2021-07-12,"BC","Vancouver Coastal","Unknown",0,0
2021-07-12,"BC","Vancouver Coastal","Vancouver",7,8.14
2021-07-12,"BC","Vancouver Island","All",1,3
2021-07-12,"BC","Vancouver Island","Central Vancouver Island",0,1
2021-07-12,"BC","Vancouver Island","North Vancouver Island",0,0.43
2021-07-12,"BC","Vancouver Island","South Vancouver Island",1,1.57
2021-07-12,"Out of Canada","Out of Canada","Out of Canada",0,0.29
2021-07-13,"BC","All","All",31,44
2021-07-13,"BC","Fraser","All",11,14.71
2021-07-13,"BC","Fraser","Fraser East",1,3.86
2021-07-13,"BC","Fraser","Fraser North",4,4.57
2021-07-13,"BC","Fraser","Fraser South",6,6.29
2021-07-13,"BC","Fraser","Unknown",0,0
2021-07-13,"BC","Interior","All",13,14.71
2021-07-13,"BC","Interior","East Kootenay",0,0.57
2021-07-13,"BC","Interior","Kootenay Boundary",2,4.43
2021-07-13,"BC","Interior","Okanagan",6,8.71
2021-07-13,"BC","Interior","Thompson Cariboo Shuswap",5,1
2021-07-13,"BC","Northern","All",1,0.43
2021-07-13,"BC","Northern","Northeast",0,0.14
2021-07-13,"BC","Northern","Northern Interior",0,0.14
2021-07-13,"BC","Northern","Northwest",1,0.14
2021-07-13,"BC","Vancouver Coastal","All",5,11.29
2021-07-13,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,1.71
2021-07-13,"BC","Vancouver Coastal","Richmond",1,2.57
2021-07-13,"BC","Vancouver Coastal","Unknown",0,0
2021-07-13,"BC","Vancouver Coastal","Vancouver",3,7
2021-07-13,"BC","Vancouver Island","All",1,2.86
2021-07-13,"BC","Vancouver Island","Central Vancouver Island",1,0.86
2021-07-13,"BC","Vancouver Island","North Vancouver Island",0,0.43
2021-07-13,"BC","Vancouver Island","South Vancouver Island",0,1.57
2021-07-13,"Out of Canada","Out of Canada","Out of Canada",2,0.57
2021-07-14,"BC","All","All",56,42.57
2021-07-14,"BC","Fraser","All",22,14.71
2021-07-14,"BC","Fraser","Fraser East",2,3.86
2021-07-14,"BC","Fraser","Fraser North",12,5.43
2021-07-14,"BC","Fraser","Fraser South",8,5.43
2021-07-14,"BC","Fraser","Unknown",0,0
2021-07-14,"BC","Interior","All",18,14.14
2021-07-14,"BC","Interior","East Kootenay",0,0.57
2021-07-14,"BC","Interior","Kootenay Boundary",2,3.71
2021-07-14,"BC","Interior","Okanagan",11,8.29
2021-07-14,"BC","Interior","Thompson Cariboo Shuswap",5,1.57
2021-07-14,"BC","Northern","All",1,0.43
2021-07-14,"BC","Northern","Northeast",0,0
2021-07-14,"BC","Northern","Northern Interior",1,0.29
2021-07-14,"BC","Northern","Northwest",0,0.14
2021-07-14,"BC","Vancouver Coastal","All",9,10.57
2021-07-14,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",5,2.43
2021-07-14,"BC","Vancouver Coastal","Richmond",1,2.14
2021-07-14,"BC","Vancouver Coastal","Unknown",0,0
2021-07-14,"BC","Vancouver Coastal","Vancouver",3,6
2021-07-14,"BC","Vancouver Island","All",6,2.71
2021-07-14,"BC","Vancouver Island","Central Vancouver Island",0,0.14
2021-07-14,"BC","Vancouver Island","North Vancouver Island",1,0.43
2021-07-14,"BC","Vancouver Island","South Vancouver Island",5,2.14
2021-07-14,"Out of Canada","Out of Canada","Out of Canada",0,0.57
2021-07-15,"BC","All","All",47,42
2021-07-15,"BC","Fraser","All",14,14.43
2021-07-15,"BC","Fraser","Fraser East",2,3.14
2021-07-15,"BC","Fraser","Fraser North",5,6
2021-07-15,"BC","Fraser","Fraser South",7,5.29
2021-07-15,"BC","Fraser","Unknown",0,0
2021-07-15,"BC","Interior","All",22,15
2021-07-15,"BC","Interior","East Kootenay",0,0.29
2021-07-15,"BC","Interior","Kootenay Boundary",0,3.14
